posX,posY,posZ
183.107344,-560.761660,109.207492
183.197439,-561.043338,109.240290
183.287602,-561.325118,109.273053
183.377824,-561.606970,109.305833
183.468115,-561.888913,109.338635
183.558471,-562.170985,109.371389
183.648881,-562.453132,109.404156
183.739323,-562.735391,109.436949
183.829792,-563.017766,109.469662
183.920323,-563.300193,109.502336
184.010938,-563.582651,109.535037
184.101591,-563.865180,109.567756
184.192205,-564.147803,109.600464
184.282732,-564.430519,109.633154
184.373214,-564.713335,109.665769
184.463734,-564.996243,109.698256
184.554359,-565.279302,109.730653
184.645010,-565.562490,109.763027
184.735649,-565.845762,109.795424
184.826339,-566.129188,109.827816
184.917058,-566.412778,109.860170
185.007797,-566.696471,109.892416
185.098575,-566.980239,109.924555
185.189452,-567.264097,109.956634
185.280436,-567.548028,109.988695
185.371440,-567.832031,110.020802
185.462453,-568.116130,110.052981
185.553481,-568.400322,110.085214
185.644487,-568.684578,110.117489
185.735499,-568.968888,110.149825
185.826544,-569.253223,110.182256
185.917651,-569.537564,110.214808
186.008827,-569.821986,110.247461
186.100053,-570.106517,110.280171
186.191332,-570.391164,110.312923
186.282663,-570.675920,110.345717
186.374067,-570.960721,110.378508
186.465504,-571.245580,110.411344
186.556941,-571.530529,110.444183
186.648434,-571.815598,110.476916
186.740002,-572.100850,110.509608
186.831594,-572.386243,110.542300
186.923167,-572.671694,110.574995
187.014787,-572.957229,110.607762
187.106485,-573.242857,110.640597
187.198180,-573.528540,110.673437
187.289877,-573.814256,110.706225
187.381631,-574.099963,110.738897
187.473438,-574.385665,110.771468
187.565308,-574.671424,110.804030
187.657220,-574.957265,110.836628
187.749119,-575.243193,110.869268
187.841041,-575.529232,110.901927
187.933005,-575.815364,110.934562
188.024975,-576.101568,110.967206
188.116962,-576.387842,110.999854
188.208961,-576.674150,111.032481
188.300957,-576.960508,111.065142
188.392919,-577.246933,111.097760
188.484860,-577.533422,111.130331
188.576810,-577.820051,111.162971
188.668759,-578.106816,111.195644
188.760729,-578.393695,111.228287
188.852750,-578.680706,111.260937
188.944845,-578.967801,111.293610
189.036945,-579.254972,111.326272
189.129021,-579.542199,111.358911
189.221166,-579.829431,111.391505
189.313358,-580.116702,111.424055
189.405550,-580.404072,111.456646
189.497786,-580.691505,111.489238
189.590055,-580.979026,111.521819
189.682333,-581.266652,111.554400
189.774625,-581.554362,111.586922
189.866944,-581.842159,111.619399
189.959316,-582.130050,111.651856
190.051766,-582.418082,111.684325
190.144224,-582.706240,111.716811
190.236643,-582.994488,111.749273
190.329095,-583.282820,111.781655
190.421597,-583.571228,111.814018
190.514159,-583.859717,111.846444
190.606798,-584.148303,111.878960
190.699520,-584.436976,111.911522
190.792267,-584.725729,111.944094
190.885030,-585.014547,111.976615
190.977806,-585.303380,112.009100
191.070569,-585.592222,112.041658
191.163361,-585.881115,112.074186
191.256124,-586.170072,112.106670
191.348841,-586.459101,112.139181
191.441560,-586.748209,112.171746
191.534286,-587.037457,112.204389
191.627022,-587.326805,112.237027
191.719753,-587.616151,112.269608
191.812498,-587.905526,112.302196
191.905285,-588.195004,112.334760
191.998131,-588.484588,112.367247
192.091043,-588.774255,112.399716
192.184038,-589.064052,112.432186
192.277120,-589.353948,112.464614
192.370237,-589.643871,112.497078
192.463389,-589.933846,112.529620
192.556563,-590.223947,112.562138
192.649739,-590.514135,112.594618
192.742881,-590.804329,112.627059
192.836030,-591.094551,112.659468
192.929231,-591.384873,112.691899
193.022478,-591.675275,112.724312
193.115748,-591.965693,112.756675
193.208981,-592.256157,112.788993
193.302214,-592.546683,112.821257
193.395510,-592.837253,112.853549
193.488844,-593.127879,112.885912
193.582244,-593.418590,112.918318
193.675730,-593.709394,112.950782
193.769243,-594.000324,112.983308
193.862717,-594.291386,113.015910
193.956169,-594.582551,113.048596
194.049720,-594.873806,113.081339
194.143327,-595.165121,113.114119
194.236934,-595.456526,113.146917
194.330579,-595.748040,113.179686
194.424239,-596.039611,113.212354
194.517916,-596.331206,113.244948
194.611653,-596.622850,113.277524
194.705486,-596.914563,113.310036
194.799360,-597.206328,113.342486
194.893248,-597.498134,113.374882
194.987170,-597.790020,113.407256
195.081075,-598.082019,113.439643
195.174978,-598.374100,113.472069
195.268895,-598.666193,113.504583
195.362845,-598.958304,113.537127
195.456842,-599.250434,113.569603
195.550928,-599.542591,113.601919
195.645125,-599.834821,113.634184
195.739400,-600.127093,113.666512
195.833743,-600.419417,113.698898
195.928151,-600.711785,113.731305
196.022604,-601.004226,113.763707
196.117063,-601.296749,113.796113
196.211569,-601.589323,113.828549
196.306152,-601.881939,113.861033
196.400801,-602.174636,113.893580
196.495468,-602.467460,113.926205
196.590146,-602.760341,113.958786
196.684842,-603.053279,113.991275
196.779591,-603.346301,114.023743
196.874391,-603.639423,114.056156
196.969242,-603.932671,114.088499
197.064184,-604.225995,114.120780
197.159166,-604.519336,114.152945
197.254204,-604.812747,114.184996
197.349307,-605.106255,114.217060
197.444452,-605.399786,114.249178
197.539650,-605.693357,114.281333
197.634866,-605.987028,114.313504
197.730034,-606.280803,114.345657
197.825139,-606.574690,114.377799
197.920228,-606.868691,114.409894
198.015350,-607.162818,114.441978
198.110477,-607.457096,114.474042
198.205589,-607.751511,114.506052
198.300743,-608.046038,114.538078
198.395953,-608.340655,114.570147
198.491219,-608.635383,114.602244
198.586573,-608.930174,114.634383
198.681994,-609.224966,114.666440
198.777466,-609.519810,114.698427
198.872947,-609.814773,114.730372
198.968397,-610.109872,114.762247
199.063841,-610.405067,114.794079
199.159318,-610.700367,114.825851
199.254896,-610.995796,114.857641
199.350593,-611.291325,114.889467
199.446359,-611.586944,114.921299
199.542188,-611.882656,114.953104
199.638025,-612.178446,114.984800
199.733837,-612.474369,115.016402
199.829697,-612.770417,115.047991
199.925620,-613.066565,115.079569
200.021563,-613.362825,115.111271
200.117452,-613.659222,115.143079
200.213248,-613.955752,115.174873
200.309017,-614.252362,115.206688
200.404800,-614.549087,115.238543
200.500613,-614.845894,115.270438
200.596455,-615.142715,115.302356
200.692330,-615.439580,115.334264
200.788253,-615.736534,115.366186
200.884205,-616.033555,115.398156
200.980159,-616.330639,115.430144
201.076156,-616.627819,115.462141
201.172211,-616.925075,115.494212
201.268279,-617.222403,115.526294
201.364390,-617.519827,115.558362
201.460583,-617.817362,115.590512
201.556834,-618.114958,115.622712
201.653146,-618.412587,115.654929
201.749514,-618.710261,115.687177
201.845857,-619.007996,115.719423
201.942137,-619.305788,115.751616
202.038393,-619.603641,115.783697
202.134655,-619.901602,115.815654
202.230925,-620.199695,115.847559
202.327210,-620.497914,115.879465
202.423515,-620.796184,115.911373
202.519874,-621.094467,115.943301
202.616272,-621.392780,115.975271
202.712663,-621.691163,116.007292
202.809051,-621.989663,116.039326
202.905498,-622.288304,116.071338
203.002029,-622.587041,116.103322
203.098604,-622.885847,116.135264
203.195191,-623.184768,116.167141
203.291750,-623.483749,116.198979
203.388286,-623.782764,116.230797
203.484830,-624.081853,116.262572
203.581424,-624.381006,116.294341
203.678081,-624.680298,116.326123
203.774785,-624.979730,116.357893
203.871522,-625.279247,116.389661
203.968301,-625.578887,116.421402
204.065160,-625.878611,116.453096
204.162102,-626.178380,116.484748
204.259086,-626.478171,116.516401
204.356088,-626.778005,116.548081
204.453119,-627.077904,116.579726
204.550222,-627.377843,116.611302
204.647363,-627.677804,116.642802
204.744501,-627.977819,116.674244
204.841632,-628.277936,116.705637
204.938781,-628.578113,116.737049
205.035948,-628.878345,116.768397
205.133129,-629.178694,116.799678
205.230319,-629.479202,116.831066
205.327481,-629.779845,116.862524
205.424665,-630.080591,116.893968
205.521907,-630.381366,116.925367
205.619219,-630.682173,116.956675
205.716574,-630.983018,116.988006
205.813903,-631.283838,117.019359
205.911189,-631.584660,117.050616
206.008457,-631.885528,117.081814
206.105763,-632.186478,117.113024
206.203108,-632.487553,117.144220
206.300449,-632.788752,117.175421
206.397853,-633.090056,117.206669
206.495293,-633.391489,117.237907
206.592741,-633.693042,117.269156
206.690267,-633.994644,117.300383
206.787885,-634.296240,117.331528
206.885500,-634.597878,117.362648
206.983066,-634.899583,117.393765
207.080624,-635.201331,117.424882
207.178144,-635.503204,117.456021
207.275638,-635.805215,117.487124
207.373116,-636.107272,117.518137
207.470564,-636.409375,117.549106
207.567985,-636.711579,117.580048
207.665411,-637.013865,117.610947
207.762885,-637.316208,117.641835
207.860362,-637.618612,117.672782
207.957841,-637.921070,117.703800
208.055329,-638.223600,117.734780
208.152795,-638.526238,117.765680
208.250285,-638.828985,117.796459
208.347787,-639.131834,117.827159
208.445252,-639.434806,117.857877
208.542711,-639.737880,117.888544
208.640256,-640.041021,117.919156
208.737882,-640.344198,117.949759
208.835571,-640.647420,117.980356
208.933304,-640.950709,118.010994
209.031057,-641.254073,118.041643
209.128840,-641.557488,118.072268
209.226614,-641.860925,118.102866
209.324363,-642.164413,118.133471
209.422124,-642.467926,118.164130
209.519936,-642.771478,118.194807
209.617768,-643.075141,118.225488
209.715618,-643.378930,118.256268
209.813527,-643.682801,118.287151
209.911493,-643.986699,118.318010
210.009485,-644.290645,118.348847
210.107522,-644.594673,118.379698
210.205592,-644.898794,118.410617
210.303679,-645.202987,118.441602
210.401810,-645.507292,118.472546
210.499932,-645.811663,118.503373
210.598000,-646.116046,118.534161
210.696023,-646.420495,118.564920
210.794058,-646.725053,118.595595
210.892166,-647.029725,118.626335
210.990344,-647.334500,118.657242
211.088524,-647.639349,118.688210
211.186685,-647.944211,118.719139
211.284862,-648.249092,118.750064
211.383064,-648.554017,118.781045
211.481330,-648.859012,118.812038
211.579639,-649.164128,118.842999
211.677976,-649.469351,118.873903
211.776351,-649.774617,118.904755
211.874758,-650.079878,118.935612
211.973171,-650.385148,118.966483
212.071548,-650.690481,118.997372
212.169910,-650.995883,119.028295
212.268337,-651.301331,119.059308
212.366853,-651.606819,119.090427
212.465420,-651.912357,119.121519
212.564068,-652.217941,119.152541
212.662787,-652.523553,119.183621
212.761571,-652.829192,119.214767
212.860427,-653.134861,119.245926
212.959306,-653.440563,119.277057
213.058185,-653.746288,119.308141
213.157031,-654.052045,119.339150
213.255826,-654.357839,119.370089
213.354569,-654.663681,119.401053
213.453300,-654.969572,119.432089
213.552079,-655.275511,119.463069
213.650902,-655.581549,119.494033
213.749766,-655.887665,119.525014
213.848726,-656.193824,119.555994
213.947767,-656.500029,119.587039
214.046801,-656.806245,119.618087
214.145868,-657.112469,119.649118
214.245003,-657.418719,119.680105
214.344197,-657.725018,119.711024
214.443461,-658.031425,119.742009
214.542720,-658.337953,119.773089
214.641950,-658.644621,119.804219
214.741188,-658.951443,119.835355
214.840399,-659.258397,119.866442
214.939603,-659.565489,119.897480
215.038891,-659.872668,119.928441
215.138233,-660.179907,119.959275
215.237598,-660.487243,119.990058
215.336983,-660.794663,120.020829
215.436386,-661.102180,120.051529
215.535822,-661.409744,120.082139
215.635299,-661.717346,120.112703
215.734839,-662.025016,120.143242
215.834406,-662.332729,120.173774
215.933999,-662.640496,120.204338
216.033645,-662.948332,120.234943
216.133369,-663.256226,120.265619
216.233152,-663.564207,120.296363
216.332935,-663.872264,120.327137
216.432721,-664.180366,120.357910
216.532536,-664.488570,120.388700
216.632402,-664.796885,120.419528
216.732280,-665.105314,120.450412
216.832154,-665.413822,120.481250
216.932012,-665.722375,120.512070
217.031841,-666.031001,120.542954
217.131687,-666.339743,120.573850
217.231586,-666.648591,120.604762
217.331515,-666.957487,120.635721
217.431474,-667.266480,120.666667
217.531477,-667.575619,120.697603
217.631510,-667.884885,120.728556
217.731572,-668.194184,120.759527
217.831637,-668.503559,120.790522
217.931717,-668.813104,120.821553
218.031856,-669.122704,120.852571
218.132028,-669.432301,120.883560
218.232175,-669.741956,120.914591
218.332280,-670.051671,120.945680
218.432424,-670.361459,120.976862
218.532642,-670.671318,121.008125
218.632899,-670.981229,121.039394
218.733161,-671.291231,121.070608
218.833378,-671.601331,121.101731
218.933586,-671.911531,121.132787
219.033859,-672.221884,121.163818
219.134171,-672.532348,121.194840
219.234494,-672.842905,121.225887
219.334862,-673.153547,121.256943
219.435280,-673.464282,121.287988
219.535743,-673.775131,121.319039
219.636254,-674.086089,121.350044
219.736815,-674.397175,121.380993
219.837372,-674.708364,121.411936
219.937968,-675.019634,121.442913
220.038669,-675.330997,121.473982
220.139456,-675.642490,121.505087
220.240299,-675.954055,121.536202
220.341137,-676.265653,121.567380
220.441967,-676.577341,121.598587
220.542783,-676.889135,121.629838
220.643592,-677.200980,121.661166
220.744410,-677.512888,121.692520
220.845239,-677.824881,121.723882
220.946110,-678.136898,121.755235
221.047005,-678.448934,121.786562
221.147917,-678.761045,121.817948
221.248813,-679.073237,121.849381
221.349686,-679.385507,121.880818
221.450588,-679.697859,121.912240
221.551541,-680.010283,121.943609
221.652532,-680.322782,121.974986
221.753537,-680.635354,122.006389
221.854639,-680.948025,122.037814
221.955823,-681.260798,122.069213
222.057013,-681.573619,122.100615
222.158227,-681.886501,122.132056
222.259491,-682.199503,122.163505
222.360833,-682.512604,122.194979
222.462240,-682.825760,122.226445
222.563713,-683.138949,122.257921
222.665221,-683.452216,122.289455
222.766771,-683.765550,122.321022
222.868369,-684.078944,122.352573
222.969924,-684.392476,122.384098
223.071464,-684.706158,122.415615
223.173015,-685.019993,122.447103
223.274578,-685.333970,122.478548
223.376197,-685.648016,122.510006
223.477796,-685.962077,122.541552
223.579372,-686.276195,122.573171
223.680991,-686.590368,122.604846
223.782603,-686.904614,122.636570
223.884260,-687.218976,122.668385
223.986003,-687.533444,122.700311
224.087811,-687.848032,122.732284
224.189700,-688.162749,122.764288
224.291622,-688.477544,122.796336
224.393606,-688.792370,122.828438
224.495697,-689.107244,122.860585
224.597878,-689.422154,122.892765
224.700136,-689.737095,122.924891
224.802436,-690.052061,122.956912
224.904760,-690.367077,122.988858
225.007113,-690.682199,123.020819
225.109510,-690.997396,123.052860
225.211955,-691.312678,123.084896
225.314394,-691.628077,123.116915
225.416847,-691.943569,123.148998
225.519432,-692.259151,123.181125
225.622184,-692.574841,123.213208
225.725046,-692.890649,123.245244
225.827980,-693.206541,123.277285
225.930943,-693.522496,123.309390
226.033912,-693.838524,123.341547
226.136911,-694.154591,123.373716
226.239963,-694.470757,123.405842
226.343056,-694.787061,123.437969
226.446188,-695.103459,123.470093
226.549350,-695.419890,123.502075
226.652562,-695.736354,123.534030
226.755855,-696.052906,123.566025
226.859219,-696.369566,123.598016
226.962616,-696.686370,123.630030
227.066012,-697.003300,123.662058
227.169453,-697.320309,123.694148
227.272956,-697.637417,123.726365
227.376510,-697.954648,123.758671
227.480115,-698.271990,123.790961
227.583797,-698.589449,123.823196
227.687493,-698.907032,123.855436
227.791177,-699.224726,123.887771
227.894891,-699.542510,123.920179
227.998637,-699.860399,123.952658
228.102428,-700.178382,123.985158
228.206257,-700.496460,124.017557
228.310119,-700.814644,124.049959
228.414038,-701.132937,124.082404
228.518072,-701.451322,124.114815
228.622197,-701.769792,124.147159
228.726383,-702.088364,124.179439
228.830627,-702.407041,124.211724
228.934938,-702.725806,124.244025
229.039351,-703.044628,124.276389
229.143854,-703.363510,124.308814
229.248434,-703.682542,124.341127
229.353088,-704.001713,124.373322
229.457775,-704.320926,124.405411
229.562438,-704.640208,124.437446
229.667070,-704.959559,124.469515
229.771681,-705.279010,124.501624
229.876271,-705.598563,124.533850
229.980798,-705.918221,124.566177
230.085291,-706.238006,124.598512
230.189808,-706.557889,124.630807
230.294351,-706.877842,124.663098
230.398930,-707.197852,124.695418
230.503590,-707.517887,124.727771
230.608375,-707.837958,124.760200
230.713225,-708.158129,124.792635
230.818108,-708.478359,124.824970
230.923044,-708.798647,124.857221
231.027983,-709.119017,124.889456
231.132919,-709.439458,124.921693
231.237872,-709.759981,124.953923
231.342831,-710.080592,124.986153
231.447819,-710.401268,125.018391
231.552837,-710.722011,125.050674
231.657882,-711.042829,125.082955
231.762968,-711.363717,125.115257
231.868108,-711.684661,125.147574
231.973301,-712.005646,125.179854
232.078545,-712.326660,125.212110
232.183818,-712.647723,125.244365
232.289151,-712.968882,125.276617
232.394558,-713.290177,125.308904
232.500016,-713.611558,125.341232
232.605536,-713.932943,125.373543
232.711044,-714.254323,125.405806
232.816536,-714.575709,125.438029
232.922073,-714.897162,125.470282
233.027694,-715.218689,125.502685
233.133362,-715.540232,125.535139
233.239054,-715.861785,125.567616
233.344790,-716.183350,125.600240
233.450553,-716.504952,125.632909
233.556336,-716.826640,125.665677
233.662143,-717.148389,125.698490
233.768009,-717.470184,125.731258
233.873914,-717.792033,125.764098
233.979837,-718.113936,125.796955
234.085846,-718.435881,125.829735
234.191962,-718.757863,125.862437
234.298135,-719.079920,125.895163
234.404347,-719.402008,125.927987
234.510573,-719.724066,125.960871
234.616825,-720.046143,125.993781
234.723135,-720.368286,126.026674
234.829479,-720.690468,126.059509
234.935865,-721.012705,126.092389
235.042332,-721.335070,126.125263
235.148855,-721.657521,126.158036
235.255420,-721.980037,126.190799
235.362065,-722.302668,126.223512
235.468773,-722.625409,126.256159
235.575507,-722.948275,126.288836
235.682277,-723.271275,126.321516
235.789121,-723.594368,126.354142
235.896064,-723.917540,126.386793
236.003081,-724.240805,126.419488
236.110140,-724.564139,126.452175
236.217234,-724.887576,126.484875
236.324331,-725.211130,126.517604
236.431386,-725.534720,126.550358
236.538428,-725.858346,126.583209
236.645491,-726.182102,126.616200
236.752589,-726.505954,126.649251
236.859726,-726.829864,126.682327
236.966851,-727.153848,126.715425
237.073993,-727.477905,126.748556
237.181201,-727.802058,126.781727
237.288453,-728.126317,126.814878
237.395738,-728.450659,126.847963
237.502996,-728.775119,126.881083
237.610247,-729.099667,126.914260
237.717569,-729.424271,126.947426
237.824961,-729.748933,126.980542
237.932363,-730.073595,127.013648
238.039742,-730.398300,127.046770
238.147093,-730.723080,127.079941
238.254420,-731.047909,127.113239
238.361710,-731.372785,127.146594
238.468959,-731.697707,127.179912
238.576207,-732.022648,127.213108
238.683478,-732.347616,127.246267
238.790764,-732.672653,127.279495
238.898065,-732.997763,127.312691
239.005392,-733.322993,127.345826
239.112749,-733.648370,127.379012
239.220115,-733.973870,127.412217
239.327453,-734.299490,127.445372
239.434785,-734.625213,127.478483
239.542075,-734.951020,127.511548
239.649304,-735.276911,127.544661
239.756509,-735.602928,127.577861
239.863714,-735.929071,127.611017
239.970921,-736.255314,127.644102
240.078074,-736.581650,127.677200
240.185212,-736.908040,127.710361
240.292359,-737.234476,127.743538
240.399523,-737.560969,127.776596
240.506740,-737.887478,127.809533
240.614032,-738.213981,127.842467
240.721414,-738.540505,127.875411
240.828813,-738.867060,127.908326
240.936197,-739.193630,127.941247
241.043610,-739.520228,127.974127
241.151068,-739.846892,128.006978
241.258546,-740.173628,128.039862
241.366009,-740.500464,128.072749
241.473475,-740.827387,128.105670
241.581003,-741.154373,128.138635
241.688597,-741.481425,128.171610
241.796292,-741.808523,128.204585
241.904080,-742.135702,128.237675
242.011891,-742.463023,128.270830
242.119746,-742.790481,128.303950
242.227632,-743.118003,128.337083
242.335522,-743.445570,128.370111
242.443437,-743.773194,128.403053
242.551390,-744.100918,128.436046
242.659390,-744.428783,128.469151
242.767381,-744.756708,128.502321
242.875348,-745.084682,128.535451
242.983318,-745.412743,128.568502
243.091275,-745.740882,128.601450
243.199193,-746.069150,128.634374
243.307134,-746.397524,128.667250
243.415111,-746.725934,128.700145
243.523079,-747.054404,128.733154
243.631019,-747.382923,128.766262
243.738963,-747.711553,128.799481
243.846962,-748.040264,128.832722
243.954997,-748.368975,128.865932
244.063059,-748.697705,128.899116
244.171153,-749.026430,128.932332
244.279307,-749.355203,128.965582
244.387466,-749.684039,128.998825
244.495661,-750.012891,129.032078
244.603889,-750.341758,129.065408
244.712065,-750.670641,129.098799
244.820223,-750.999578,129.132162
244.928401,-751.328602,129.165498
245.036588,-751.657656,129.198742
245.144796,-751.986729,129.231808
245.253042,-752.315869,129.264817
245.361297,-752.645069,129.297901
245.469558,-752.974359,129.330999
245.577845,-753.303784,129.363989
245.686177,-753.633296,129.396898
245.794538,-753.962857,129.429843
245.902905,-754.292514,129.462848
246.011307,-754.622267,129.495852
246.119748,-754.952072,129.528782
246.228192,-755.281958,129.561673
246.336665,-755.611916,129.594555
246.445143,-755.941941,129.627455
246.553631,-756.272037,129.660409
246.662160,-756.602222,129.693404
246.770727,-756.932466,129.726463
246.879312,-757.262729,129.759506
246.987891,-757.593082,129.792463
247.096484,-757.923574,129.825428
247.205104,-758.254191,129.858481
247.313781,-758.584884,129.891592
247.422502,-758.915655,129.924791
247.531249,-759.246543,129.958085
247.640062,-759.577543,129.991358
247.748986,-759.908621,130.024584
247.858031,-760.239759,130.057776
247.967137,-760.570987,130.090904
248.076224,-760.902309,130.123973
248.185268,-761.233688,130.156988
248.294322,-761.565142,130.189972
248.403440,-761.896702,130.222929
248.512607,-762.228298,130.255888
248.621823,-762.559909,130.288890
248.731082,-762.891617,130.321842
248.840361,-763.223445,130.354777
248.949657,-763.555351,130.387741
249.058948,-763.887326,130.420701
249.168237,-764.219395,130.453688
249.277497,-764.551548,130.486701
249.386726,-764.883773,130.519729
249.495976,-765.216086,130.552780
249.605309,-765.548477,130.585905
249.714702,-765.880892,130.619137
249.824056,-766.213308,130.652498
249.933358,-766.545742,130.685903
250.042660,-766.878213,130.719253
250.152003,-767.210765,130.752674
250.261350,-767.543446,130.786206
250.370680,-767.876211,130.819664
250.480008,-768.209010,130.853125
250.589302,-768.541857,130.886650
250.698581,-768.874746,130.920044
250.807847,-769.207693,130.953355
250.917122,-769.540736,130.986678
251.026406,-769.873867,131.019989
251.135698,-770.207012,131.053236
251.245002,-770.540204,131.086396
251.354321,-770.873482,131.119508
251.463669,-771.206890,131.152593
251.573083,-771.540421,131.185696
251.682571,-771.873991,131.218802
251.792065,-772.207678,131.251884
251.901564,-772.541507,131.284971
252.011090,-772.875422,131.317962
252.120669,-773.209381,131.350827
252.230332,-773.543354,131.383652
252.340070,-773.877373,131.416475
252.449822,-774.211435,131.449316
252.559573,-774.545527,131.482165
252.669324,-774.879610,131.515083
252.779051,-775.213706,131.548040
252.888772,-775.547853,131.581015
252.998510,-775.882036,131.614026
253.108311,-776.216292,131.647016
253.218186,-776.550650,131.679968
253.328130,-776.885068,131.712832
253.438091,-777.219538,131.745613
253.548037,-777.554131,131.778394
253.658033,-777.888838,131.811202
253.768098,-778.223678,131.843950
253.878219,-778.558628,131.876569
253.988376,-778.893678,131.909086
254.098560,-779.228854,131.941550
254.208773,-779.564174,131.973995
254.319048,-779.899635,132.006425
254.429402,-780.235157,132.038738
254.539808,-780.570721,132.070959
254.650214,-780.906324,132.103222
254.760602,-781.241958,132.135452
254.871044,-781.577613,132.167629
254.981515,-781.913316,132.199863
255.091979,-782.249143,132.232129
255.202503,-782.585075,132.264387
255.313090,-782.921064,132.296598
255.423709,-783.257135,132.328761
255.534412,-783.593284,132.360943
255.645183,-783.929520,132.393163
255.755957,-784.265873,132.425375
255.866727,-784.602293,132.457515
255.977491,-784.938737,132.489701
256.088246,-785.275260,132.521976
256.198967,-785.611854,132.554228
256.309646,-785.948494,132.586518
256.420319,-786.285207,132.618943
256.531018,-786.621998,132.651444
256.641744,-786.958878,132.683938
256.752494,-787.295850,132.716418
256.863246,-787.632884,132.748830
256.973983,-787.969982,132.781163
257.084672,-788.307140,132.813470
257.195369,-788.644365,132.845688
257.306123,-788.981644,132.877858
257.416840,-789.318986,132.910012
257.527524,-789.656397,132.942068
257.638253,-789.993866,132.974050
257.749017,-790.331423,133.006037
257.859784,-790.669057,133.037983
257.970569,-791.006788,133.069889
258.081404,-791.344591,133.101808
258.192280,-791.682445,133.133645
258.303201,-792.020423,133.165459
258.414161,-792.358526,133.197369
258.525126,-792.696705,133.229335
258.636067,-793.034936,133.261373
258.746966,-793.373226,133.293462
258.857873,-793.711616,133.325512
258.968798,-794.050124,133.357555
259.079780,-794.388706,133.389637
259.190818,-794.727343,133.421734
259.301804,-795.066064,133.453785
259.412734,-795.404860,133.485813
259.523678,-795.743717,133.517935
259.634663,-796.082652,133.550076
259.745634,-796.421666,133.582063
259.856535,-796.760718,133.613986
259.967421,-797.099822,133.645936
260.078342,-797.439041,133.677925
260.189284,-797.778340,133.709990
260.300258,-798.117715,133.742050
260.411274,-798.457207,133.774085
260.522257,-798.796852,133.806000
260.633234,-799.136681,133.837762
260.744320,-799.476602,133.869518
260.855536,-799.816536,133.901378
260.966810,-800.156503,133.933373
261.078123,-800.496573,133.965443
261.189466,-800.836760,133.997539
261.300791,-801.177028,134.029619
261.412139,-801.517383,134.061724
261.523516,-801.857805,134.093837
261.634848,-802.198287,134.125970
261.746142,-802.538862,134.158168
261.857449,-802.879558,134.190393
261.968795,-803.220361,134.222651
262.080150,-803.561240,134.254902
262.191484,-803.902252,134.287137
262.302793,-804.243419,134.319376
262.414117,-804.584664,134.351599
262.525449,-804.925955,134.383863
262.636754,-805.267336,134.416222
262.748083,-805.608856,134.448653
262.859429,-805.950492,134.481078
262.970775,-806.292216,134.513534
263.082127,-806.634036,134.546092
263.193481,-806.976015,134.578730
263.304862,-807.318163,134.611371
263.416296,-807.660406,134.643999
263.527751,-808.002719,134.676614
263.639212,-808.345143,134.709243
263.750699,-808.687678,134.741881
263.862195,-809.030304,134.774479
263.973687,-809.373005,134.807120
264.085164,-809.715745,134.839823
264.196683,-810.058495,134.872535
264.308264,-810.401272,134.905244
264.419881,-810.744124,134.937959
264.531521,-811.087118,134.970785
264.643182,-811.430291,135.003733
264.754881,-811.773588,135.036712
264.866622,-812.116990,135.069720
264.978428,-812.460488,135.102789
265.090315,-812.804053,135.135926
265.202220,-813.147663,135.169010
265.314148,-813.491336,135.202099
265.426168,-813.835097,135.235276
265.538263,-814.178954,135.268525
265.650408,-814.522910,135.301806
265.762598,-814.866962,135.335108
265.874860,-815.211143,135.368503
265.987199,-815.555409,135.401987
266.099540,-815.899729,135.435531
266.211873,-816.244158,135.468993
266.324216,-816.588646,135.502359
266.436530,-816.933186,135.535716
266.548843,-817.277859,135.569150
266.661210,-817.622636,135.602685
266.773603,-817.967492,135.636265
266.886011,-818.312501,135.669832
266.998439,-818.657648,135.703330
267.110903,-819.002936,135.736753
267.223433,-819.348326,135.770115
267.336013,-819.693789,135.803477
267.448652,-820.039357,135.836885
267.561360,-820.385018,135.870365
267.674128,-820.730775,135.903826
267.787000,-821.076617,135.937241
267.899949,-821.422546,135.970690
268.012901,-821.768514,136.004214
268.125903,-822.114522,136.037812
268.238941,-822.460602,136.071433
268.352015,-822.806752,136.105016
268.465184,-823.153003,136.138560
268.578410,-823.499330,136.172055
268.691638,-823.845684,136.205486
268.804910,-824.192144,136.238850
268.918225,-824.538733,136.272103
269.031571,-824.885367,136.305280
269.145029,-825.232040,136.338447
269.258521,-825.578834,136.371526
269.371996,-825.925772,136.404449
269.485488,-826.272800,136.437317
269.598985,-826.619897,136.470116
269.712504,-826.967052,136.502854
269.826057,-827.314246,136.535603
269.939620,-827.661468,136.568336
270.053188,-828.008759,136.601068
270.166768,-828.356176,136.633842
270.280347,-828.703755,136.666717
270.393929,-829.051487,136.699686
270.507495,-829.399274,136.732726
270.621014,-829.747094,136.765793
270.734502,-830.095010,136.798927
270.848016,-830.443079,136.832135
270.961614,-830.791260,136.865408
271.075245,-831.139480,136.898736
271.188863,-831.487736,136.932005
271.302541,-831.836062,136.965254
271.416272,-832.184475,136.998496
271.530075,-832.533002,137.031711
271.644006,-832.881674,137.064892
271.758018,-833.230444,137.098017
271.872029,-833.579284,137.131130
271.986031,-833.928208,137.164236
272.100048,-834.277235,137.197356
272.214052,-834.626375,137.230493
272.328047,-834.975585,137.263596
272.442011,-835.324846,137.296671
272.555993,-835.674177,137.329802
272.670017,-836.023598,137.362980
